;ENG;FRA;ITA;SPA;GER;POL;RUS;RUS;;;X;
PROV3210;Portalegre;Portalegre;Portalegre;Portalegre;Portalegre;Portalegre;Portalegre;Порту Алегри;;;X;
PROV3211;Leiria;Leiria;Leiria;Leiria;Leiria;Leiria;Leiria;Лейрия;;;X;
PROV3212;Serpa;Serpa;Serpa;Serpa;Serpa;Serpa;Serpa;Сепра;;;X;
PROV3213;Lausanne;Lausanne;Lausanne;Lausanne;Lausanne;Lausanne;Lausanne;Лозанна;;;X;
PROV3214;Thun;Thun;Thun;Thun;Thun;Thun;Thun;Тун;;;X;
PROV3215;Chur;Chur;Chur;Chur;Chur;Chur;Chur;Шур;;;X;
PROV3216;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Базель;;;X;
PROV3217;Graz;Graz;Graz;Graz;Graz;Graz;Graz;Грац;;;X;
PROV3218;Cuneo;Cuneo;Cuneo;Cuneo;Cuneo;Cuneo;Cuneo;Кунео;;;X;
PROV3219;Modena;Modena;Modena;Modena;Modena;Modena;Modena;Модена;;;X;
PROV3220;Ascoli Piceno;Ascoli Piceno;Ascoli Piceno;Ascoli Piceno;Ascoli Piceno;Ascoli Piceno;Ascoli Piceno;Асколи Писено;;;X;
PROV3221;Lucca;Lucca;Lucca;Lucca;Lucca;Lucca;Lucca;Лукка;;;X;
PROV3222;Ravenna;Ravenna;Ravenna;Ravenna;Ravenna;Ravenna;Ravenna;Равенна;;;X;
PROV3223;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;Potenza;Потенца;;;X;
PROV3224;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Cosenza;Косенца;;;X;
PROV3225;Brindisi;Brindisi;Brindisi;Brindisi;Brindisi;Brindisi;Brindisi;Бриндизи;;;X;
PROV3226;Belluno;Belluno;Belluno;Belluno;Belluno;Belluno;Belluno;Беллуно;;;X;
PROV3227;La Spezia;La Spezia;La Spezia;La Spezia;La Spezia;La Spezia;La Spezia;Ла Специя;;;X;
PROV3228;Kladno;Kladno;Kladno;Kladno;Kladno;Kladno;Kladno;Кладно;;;X;
PROV3229;Jihlava;Jihlava;Jihlava;Jihlava;Jihlava;Jihlava;Jihlava;Жилява;;;X;
PROV3230;Sobrance;Sobrance;Sobrance;Sobrance;Sobrance;Sobrance;Sobrance;Собранце;;;X;
PROV3231;Svidnik;Svidnik;Svidnik;Svidnik;Svidnik;Svidnik;Svidnik;Свидник;;;X;
PROV3232;Poprad;Poprad;Poprad;Poprad;Poprad;Poprad;Poprad;Попрад;;;X;
PROV3233;Irsava;Irsava;Irsava;Irsava;Irsava;Irsava;Irsava;Иршава;;;X;
PROV3234;Lake Balaton;Lake Balaton;Lake Balaton;Lake Balaton;Lake Balaton;Lake Balaton;Lake Balaton;оз. Балатон;;;X;
PROV3235;Sopron;Sopron;Sopron;Sopron;Sopron;Sopron;Sopron;Сопрон;;;X;
PROV3236;Kecskemet;Kecskemet;Kecskemet;Kecskemet;Kecskemet;Kecskemet;Kecskemet;Кечкемет;;;X;
PROV3237;Nyiregyhaza;Nyiregyhaza;Nyiregyhaza;Nyiregyhaza;Nyiregyhaza;Nyiregyhaza;Nyiregyhaza;Ньиредьхаза;;;X;
PROV3238;Sagan;Sagan;Sagan;Sagan;Sagan;Sagan;Sagan;Саган;;;X;
PROV3239;Gцrlitz;Gцrlitz;Gцrlitz;Gцrlitz;Gцrlitz;Gцrlitz;Gцrlitz;Герлиц;;;X;
PROV3240;Wittenberg;Wittenberg;Wittenberg;Wittenberg;Wittenberg;Wittenberg;Wittenberg;Виттенберг;;;X;
PROV3241;Jena;Jena;Jena;Jena;Jena;Jena;Jena;Йена;;;X;
PROV3242;Erfurt;Erfurt;Erfurt;Erfurt;Erfurt;Erfurt;Erfurt;Эрфурт;;;X;
PROV3243;Magdeburg;Magdeburg;Magdeburg;Magdeburg;Magdeburg;Magdeburg;Magdeburg;Магдебург;;;X;
PROV3244;Schwerin;Schwerin;Schwerin;Schwerin;Schwerin;Schwerin;Schwerin;Шверин;;;X;
PROV3245;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;Neubrandenburg;Необранденбург;;;X;
PROV3246;Kempten;Kempten;Kempten;Kempten;Kempten;Kempten;Kempten;Кемптен;;;X;
PROV3247;Rosenheim;Rosenheim;Rosenheim;Rosenheim;Rosenheim;Rosenheim;Rosenheim;Россенхейм;;;X;
PROV3248;Passau;Passau;Passau;Passau;Passau;Passau;Passau;Пассау;;;X;
PROV3249;Ingolstadt;Ingolstadt;Ingolstadt;Ingolstadt;Ingolstadt;Ingolstadt;Ingolstadt;Ингольштадт;;;X;
PROV3250;Baden-Baden;Baden-Baden;Baden-Baden;Baden-Baden;Baden-Baden;Baden-Baden;Baden-Baden;Баден Баден;;;X;
PROV3251;Schwдbisch Hall;Schwдbisch Hall;Schwдbisch Hall;Schwдbisch Hall;Schwдbisch Hall;Schwдbisch Hall;Schwдbisch Hall;Шведебич Холл;;;X;
PROV3252;Marburg;Marburg;Marburg;Marburg;Marburg;Marburg;Marburg;Марбург;;;X;
PROV3253;Siegen;Siegen;Siegen;Siegen;Siegen;Siegen;Siegen;Зиген;;;X;
PROV3254;Gцttingen;Gцttingen;Gцttingen;Gцttingen;Gцttingen;Gцttingen;Gцttingen;Геттинген;;;X;
PROV3255;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;Cuxhaven;Куксхавен;;;X;
PROV3256;Oldenburg;Oldenburg;Oldenburg;Oldenburg;Oldenburg;Oldenburg;Oldenburg;Ольденбург;;;X;
PROV3257;Osnabrьck;Osnabrьck;Osnabrьck;Osnabrьck;Osnabrьck;Osnabrьck;Osnabrьck;Оснабрюк;;;X;
PROV3258;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Landsberg an der Warthe;Ландсберг андер Варте;;;X;
PROV3259;Kцslin;Kцslin;Kцslin;Kцslin;Kцslin;Kцslin;Kцslin;Кюслин;;;X;
PROV3260;Rastenburg;Rastenburg;Rastenburg;Rastenburg;Rastenburg;Rastenburg;Rastenburg;Растенбург;;;X;
PROV3261;Lyck;Lyck;Lyck;Lyck;Lyck;Lyck;Lyck;Люк;;;X;
PROV3262;Usti nad Labem;Usti nad Labem;Usti nad Labem;Usti nad Labem;Usti nad Labem;Usti nad Labem;Usti nad Labem;Усти над Лабем;;;X;
PROV3263;Leszno;Leszno;Leszno;Leszno;Leszno;Leszno;Leszno;Лежно;;;X;
PROV3264;Gniezno;Gniezno;Gniezno;Gniezno;Gniezno;Gniezno;Gniezno;Гнезно;;;X;
PROV3265;Tczew;Tczew;Tczew;Tczew;Tczew;Tczew;Tczew;Чжев;;;X;
PROV3266;Piotrkуw Trybunalski;Piotrkуw Trybunalski;Piotrkуw Trybunalski;Piotrkуw Trybunalski;Piotrkуw Trybunalski;Piotrkуw Trybunalski;Piotrkуw Trybunalski;Пиотркув Трыбунальски;;;X;
PROV3267;Sosnowiec;Sosnowiec;Sosnowiec;Sosnowiec;Sosnowiec;Sosnowiec;Sosnowiec;Сосновец;;;X;
PROV3268;Kielce;Kielce;Kielce;Kielce;Kielce;Kielce;Kielce;Кельце;;;X;
PROV3269;Biala Krakowska;Biala Krakowska;Biala Krakowska;Biala Krakowska;Biala Krakowska;Biaіa Krakowska;Biala Krakowska;Бяла Краковска;;;X;
PROV3270;Chelm;Chelm;Chelm;Chelm;Chelm;Cheіm;Chelm;Хельм;;;X;
PROV3271;Sanok;Sanok;Sanok;Sanok;Sanok;Sanok;Sanok;Санок;;;X;
PROV3272;Mlawa;Mlawa;Mlawa;Mlawa;Mlawa;Mіawa;Mlawa;Млава;;;X;
PROV3273;Brody;Brody;Brody;Brody;Brody;Brody;Brody;Броды;;;X;
PROV3274;Kowel;Kowel;Kowel;Kowel;Kowel;Kowel;Kowel;Ковель;;;X;
PROV3275;Hancewicze;Hancewicze;Hancewicze;Hancewicze;Hancewicze;Hancewicze;Hancewicze;Хенцевиче;;;X;
PROV3276;Baranowicze;Baranowicze;Baranowicze;Baranowicze;Baranowicze;Baranowicze;Baranowicze;Барановичи;;;X;
PROV3277;Lida;Lida;Lida;Lida;Lida;Lida;Lida;Лида;;;X;
PROV3278;Braslaw;Braslaw;Braslaw;Braslaw;Braslaw;Brasіaw;Braslaw;Браслав;;;X;
PROV3279;Swieciany;Swieciany;Swieciany;Swieciany;Swieciany;Њwiкciany;Swieciany;Свенцяны;;;X;
PROV3280;Telsiai;Telsiai;Telsiai;Telsiai;Telsiai;Telsiai;Telsiai;Телься;;;X;
PROV3281;Kedainiai;Kedainiai;Kedainiai;Kedainiai;Kedainiai;Kedainiai;Kedainiai;Кедайня;;;X;
PROV3282;Utena;Utena;Utena;Utena;Utena;Utena;Utena;Утена;;;X;
PROV3283;Ventspils;Ventspils;Ventspils;Ventspils;Ventspils;Ventspils;Ventspils;Вентспилс;;;X;
PROV3284;Rezekne;Rezekne;Rezekne;Rezekne;Rezekne;Rezekne;Rezekne;Резекне;;;X;
PROV3285;Gulbene;Gulbene;Gulbene;Gulbene;Gulbene;Gulbene;Gulbene;Гулбене;;;X;
PROV3286;Haapsalu;Haapsalu;Haapsalu;Haapsalu;Haapsalu;Haapsalu;Haapsalu;Хаапсалу;;;X;
PROV3287;Jaanilinn;Jaanilinn;Jaanilinn;Jaanilinn;Jaanilinn;Jaanilinn;Jaanilinn;Яаниллин;;;X;
PROV3288;Petseri;Petseri;Petseri;Petseri;Petseri;Petseri;Petseri;Печоры;;;X;
PROV3289;Jaunlatgale;Jaunlatgale;Jaunlatgale;Jaunlatgale;Jaunlatgale;Jaunlatgale;Jaunlatgale;Янлатгал;;;X;
PROV3290;Haugesund;Haugesund;Haugesund;Haugesund;Haugesund;Haugesund;Haugesund;Хогесунд;;;X;
PROV3291;Kongsberg;Kongsberg;Kongsberg;Kongsberg;Kongsberg;Kongsberg;Kongsberg;Конгсберг;;;X;
PROV3292;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Honefoss;Хонефосс;;;X;
PROV3293;Gjovik;Gjovik;Gjovik;Gjovik;Gjovik;Gjovik;Gjovik;Гьевик;;;X;
PROV3294;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;Alesund;Алесунд;;;X;
PROV3295;Tynset;Tynset;Tynset;Tynset;Tynset;Tynset;Tynset;Тунсет;;;X;
PROV3296;Steinkjer;Steinkjer;Steinkjer;Steinkjer;Steinkjer;Steinkjer;Steinkjer;Стенкьер;;;X;
PROV3297;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;Mo i Rana;Мо и Рана;;;X;
PROV3298;Harstad;Harstad;Harstad;Harstad;Harstad;Harstad;Harstad;Харстад;;;X;
PROV3299;Kirkenes;Kirkenes;Kirkenes;Kirkenes;Kirkenes;Kirkenes;Kirkenes;Киркенес;;;X;
PROV3300;Uddevalla;Uddevalla;Uddevalla;Uddevalla;Uddevalla;Uddevalla;Uddevalla;Уддевалла;;;X;
PROV3301;Halmstad;Halmstad;Halmstad;Halmstad;Halmstad;Halmstad;Halmstad;Хальмштадт;;;X;
PROV3302;Helsingborg;Helsingborg;Helsingborg;Helsingborg;Helsingborg;Helsingborg;Helsingborg;Хельсинборг;;;X;
PROV3303;Karlskrona;Karlskrona;Karlskrona;Karlskrona;Karlskrona;Karlskrona;Karlskrona;Карлскрона;;;X;
PROV3304;Borgholm;Borgholm;Borgholm;Borgholm;Borgholm;Borgholm;Borgholm;Боргхольм;;;X;
PROV3305;Vдxjц;Vдxjц;Vдxjц;Vдxjц;Vдxjц;Vдxjц;Vдxjц;Вексю;;;X;
PROV3306;Jцnkцping;Jцnkцping;Jцnkцping;Jцnkцping;Jцnkцping;Jцnkцping;Jцnkцping;Иенчепинг;;;X;
PROV3307;Boras;Boras;Boras;Boras;Boras;Boras;Boras;Борас;;;X;
PROV3308;Norrkцping;Norrkцping;Norrkцping;Norrkцping;Norrkцping;Norrkцping;Norrkцping;Норкепинг;;;X;
PROV3309;Sцdertдlje;Sцdertдlje;Sцdertдlje;Sцdertдlje;Sцdertдlje;Sцdertдlje;Sцdertдlje;Сидерталле;;;X;
PROV3310;Mдlaren;Mдlaren;Mдlaren;Mдlaren;Mдlaren;Mдlaren;Mдlaren;Меларен;;;X;
PROV3311;Vдsteras;Vдsteras;Vдsteras;Vдsteras;Vдsteras;Vдsteras;Vдsteras;Вестерос;;;X;
PROV3312;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;Kristinehamn;Кристинехамм;;;X;
PROV3313;Borlдnge;Borlдnge;Borlдnge;Borlдnge;Borlдnge;Borlдnge;Borlдnge;Борланг;;;X;
PROV3314;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;Hudiksvall;Худисквалль;;;X;
PROV3315;Sveg;Sveg;Sveg;Sveg;Sveg;Sveg;Sveg;Свегг;;;X;
PROV3316;Цstersund;Цstersund;Цstersund;Цstersund;Цstersund;Цstersund;Цstersund;Эстерсунд;;;X;
PROV3317;Цrnskцldsvik;Цrnskцldsvik;Цrnskцldsvik;Цrnskцldsvik;Цrnskцldsvik;Цrnskцldsvik;Цrnskцldsvik;Эрнскальдсвик;;;X;
PROV3318;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;Vilhelmina;Вильгельмина;;;X;
PROV3319;Lycksele;Lycksele;Lycksele;Lycksele;Lycksele;Lycksele;Lycksele;Лускеле;;;X;
PROV3320;Skelleftea;Skelleftea;Skelleftea;Skelleftea;Skelleftea;Skelleftea;Skelleftea;Скеллефти;;;X;
PROV3321;Arjeplog;Arjeplog;Arjeplog;Arjeplog;Arjeplog;Arjeplog;Arjeplog;Арьоплог;;;X;
PROV3322;Kalix;Kalix;Kalix;Kalix;Kalix;Kalix;Kalix;Каликс;;;X;
PROV3323;Suurkylд;Suurkylд;Suurkylд;Suurkylд;Suurkylд;Suurkylд;Suurkylд;Сууркульд;;;X;
PROV3324;Kotka;Kotka;Kotka;Kotka;Kotka;Kotka;Kotka;Котка;;;X;
PROV3325;Hдmeenlinna;Hдmeenlinna;Hдmeenlinna;Hдmeenlinna;Hдmeenlinna;Hдmeenlinna;Hдmeenlinna;Хеминлинна;;;X;
PROV3326;Kerimдki;Kerimдki;Kerimдki;Kerimдki;Kerimдki;Kerimдki;Kerimдki;Керимьоки;;;X;
PROV3327;Mikkeli;Mikkeli;Mikkeli;Mikkeli;Mikkeli;Mikkeli;Mikkeli;Миккели;;;X;
PROV3328;Jyvдskylд;Jyvдskylд;Jyvдskylд;Jyvдskylд;Jyvдskylд;Jyvдskylд;Jyvдskylд;Ювескульд;;;X;
PROV3329;Kauhajoki;Kauhajoki;Kauhajoki;Kauhajoki;Kauhajoki;Kauhajoki;Kauhajoki;Кауайоки;;;X;
PROV3330;Seinдjoki;Seinдjoki;Seinдjoki;Seinдjoki;Seinдjoki;Seinдjoki;Seinдjoki;Сейнеоки;;;X;
PROV3331;Kokkola;Kokkola;Kokkola;Kokkola;Kokkola;Kokkola;Kokkola;Коккола;;;X;
PROV3332;Saarijдrvi;Saarijдrvi;Saarijдrvi;Saarijдrvi;Saarijдrvi;Saarijдrvi;Saarijдrvi;Саариярви;;;X;
PROV3333;Iisalmi;Iisalmi;Iisalmi;Iisalmi;Iisalmi;Iisalmi;Iisalmi;Лисамли;;;X;
PROV3334;Raahe;Raahe;Raahe;Raahe;Raahe;Raahe;Raahe;Раане;;;X;
PROV3335;Nurmes;Nurmes;Nurmes;Nurmes;Nurmes;Nurmes;Nurmes;Нурмес;;;X;
PROV3336;Sotkamo;Sotkamo;Sotkamo;Sotkamo;Sotkamo;Sotkamo;Sotkamo;Соткамо;;;X;
PROV3337;Kuusamo;Kuusamo;Kuusamo;Kuusamo;Kuusamo;Kuusamo;Kuusamo;Куусамо;;;X;
PROV3338;Sodankylд;Sodankylд;Sodankylд;Sodankylд;Sodankylд;Sodankylд;Sodankylд;Соданкульд;;;X;
PROV3339;Hetta;Hetta;Hetta;Hetta;Hetta;Hetta;Hetta;Хетта;;;X;
PROV3340;Inari;Inari;Inari;Inari;Inari;Inari;Inari;Инари;;;X;
PROV3341;Poljarnoe;Poljarnoe;Poljarnoe;Poljarnoe;Poljarnoe;Poljarnoe;Poljarnoe;Полярное;;;X;
PROV3342;Apatity;Apatity;Apatity;Apatity;Apatity;Apatity;Apatity;Апатиты;;;X;
PROV3343;Umba;Umba;Umba;Umba;Umba;Umba;Umba;Умба;;;X;
PROV3344;Pitkдranta;Pitkдranta;Pitkдranta;Pitkдranta;Pitkдranta;Pitkдranta;Pitkдranta;Питкиоранта;;;X;
PROV3345;Olonec;Olonec;Olonec;Olonec;Olonec;Olonec;Olonec;Олонец;;;X;
PROV3346;Pudoz;Pudoz;Pudoz;Pudoz;Pudoz;Pudoz;Pudoz;Пудож;;;X;
PROV3347;Porosozero;Porosozero;Porosozero;Porosozero;Porosozero;Porosozero;Porosozero;Поросозеро;;;X;
PROV3348;Kondopoga;Kondopoga;Kondopoga;Kondopoga;Kondopoga;Kondopoga;Kondopoga;Кондопога;;;X;
PROV3349;Ledmozero;Ledmozero;Ledmozero;Ledmozero;Ledmozero;Ledmozero;Ledmozero;Ледмозеро;;;X;
PROV3350;Naestved;Naestved;Naestved;Naestved;Naestved;Naestved;Naestved;Нествид;;;X;
PROV3351;Herning;Herning;Herning;Herning;Herning;Herning;Herning;Хернинг;;;X;
PROV3352;Pernik;Pernik;Pernik;Pernik;Pernik;Pernik;Pernik;Перник;;;X;
PROV3353;Stara Zagora;Stara Zagora;Stara Zagora;Stara Zagora;Stara Zagora;Stara Zagora;Stara Zagora;Стара Загора;;;X;
PROV3354;Sliven;Sliven;Sliven;Sliven;Sliven;Sliven;Sliven;Сливен;;;X;
PROV3355;Kalamata;Kalamata;Kalamata;Kalamata;Kalamata;Kalamata;Kalamata;Каламата;;;X;
PROV3356;Sondrio;Sondrio;Sondrio;Sondrio;Sondrio;Sondrio;Sondrio;Сондрио;;;X;
PROV3357;Pola;Pola;Pola;Pola;Pola;Pola;Pola;Пола;;;X;
PROV3358;Lagosta;Lagosta;Lagosta;Lagosta;Lagosta;Lagosta;Lagosta;Лагоста;;;X;
PROV3359;Krk;Krk;Krk;Krk;Krk;Krk;Krk;Крк;;;X;
PROV3360;Senj;Senj;Senj;Senj;Senj;Senj;Senj;Сенч;;;X;
PROV3361;Petrinja;Petrinja;Petrinja;Petrinja;Petrinja;Petrinja;Petrinja;Петринья;;;X;
PROV3362;Daruvar;Daruvar;Daruvar;Daruvar;Daruvar;Daruvar;Daruvar;Дарувар;;;X;
PROV3363;Beli Manastir;Beli Manastir;Beli Manastir;Beli Manastir;Beli Manastir;Beli Manastir;Beli Manastir;Бели Манастир;;;X;
PROV3364;Vukovar;Vukovar;Vukovar;Vukovar;Vukovar;Vukovar;Vukovar;Вуковар;;;X;
PROV3365;Slavonski Brod;Slavonski Brod;Slavonski Brod;Slavonski Brod;Slavonski Brod;Slavonski Brod;Slavonski Brod;Славонски Брод;;;X;
PROV3366;Knin;Knin;Knin;Knin;Knin;Knin;Knin;Книн;;;X;
PROV3367;Brcko;Brcko;Brcko;Brcko;Brcko;Brcko;Brcko;Брско;;;X;
PROV3368;Drvar;Drvar;Drvar;Drvar;Drvar;Drvar;Drvar;Дрвар;;;X;
PROV3369;Subotica;Subotica;Subotica;Subotica;Subotica;Subotica;Subotica;Суботица;;;X;
PROV3370;Pancevo;Pancevo;Pancevo;Pancevo;Pancevo;Pancevo;Pancevo;Панцево;;;X;
PROV3371;Kragujevac;Kragujevac;Kragujevac;Kragujevac;Kragujevac;Kragujevac;Kragujevac;Кражуевац;;;X;
PROV3372;Pec;Pec;Pec;Pec;Pec;Pec;Pec;Пиеч;;;X;
PROV3373;Herceg Novi;Herceg Novi;Herceg Novi;Herceg Novi;Herceg Novi;Herceg Novi;Herceg Novi;Херцег Нови;;;X;
PROV3374;Bitolj;Bitolj;Bitolj;Bitolj;Bitolj;Bitolj;Bitolj;Битоль;;;X;
PROV3375;Villach;Villach;Villach;Villach;Villach;Villach;Villach;Филлах;;;X;
PROV3376;Lienz;Lienz;Lienz;Lienz;Lienz;Lienz;Lienz;Лиенц;;;X;
PROV3377;Balta Ialomitei;Balta Ialomitei;Balta Ialomitei;Balta Ialomitei;Balta Ialomitei;Balta Ialomitei;Balta Ialomitei;Балта Лаломитей;;;X;
PROV3378;Great Braila Island;Great Braila Island;Great Braila Island;Great Braila Island;Great Braila Island;Great Braila Island;Great Braila Island;о. Большая Брэйла;;;X;
PROV3379;Ramnicu Valcea;Ramnicu Valcea;Ramnicu Valcea;Ramnicu Valcea;Ramnicu Valcea;Ramnicu Valcea;Ramnicu Valcea;Рамницу Валси;;;X;
PROV3380;Pitesti;Pitesti;Pitesti;Pitesti;Pitesti;Pitesti;Pitesti;Питешти;;;X;
PROV3381;Targoviste;Targoviste;Targoviste;Targoviste;Targoviste;Targoviste;Targoviste;Тарговице;;;X;
PROV3382;Brasov;Brasov;Brasov;Brasov;Brasov;Brasov;Brasov;Брашов;;;X;
PROV3383;Buzau;Buzau;Buzau;Buzau;Buzau;Buzau;Buzau;Буцау;;;X;
PROV3384;Satu Mare;Satu Mare;Satu Mare;Satu Mare;Satu Mare;Satu Mare;Satu Mare;СатуМаре;;;X;
PROV3385;Baia Mare;Baia Mare;Baia Mare;Baia Mare;Baia Mare;Baia Mare;Baia Mare;Байя Маре;;;X;
PROV3386;Targu Mures;Targu Mures;Targu Mures;Targu Mures;Targu Mures;Targu Mures;Targu Mures;Тургу Мурес;;;X;
PROV3387;Piatra Neamt;Piatra Neamt;Piatra Neamt;Piatra Neamt;Piatra Neamt;Piatra Neamt;Piatra Neamt;Пятра Нимт;;;X;
PROV3388;Botosani;Botosani;Botosani;Botosani;Botosani;Botosani;Botosani;Ботосани;;;X;
PROV3389;Tighina;Tighina;Tighina;Tighina;Tighina;Tighina;Tighina;Тижина;;;X;
PROV3390;Comrat;Comrat;Comrat;Comrat;Comrat;Comrat;Comrat;Комрат;;;X;
PROV3391;Cetatea Alba;Cetatea Alba;Cetatea Alba;Cetatea Alba;Cetatea Alba;Cetatea Alba;Cetatea Alba;Цитетия Альба;;;X;
PROV3392;Trikala;Trikala;Trikala;Trikala;Trikala;Trikala;Trikala;Трикала;;;X;
PROV3393;Presevo;Presevo;Presevo;Presevo;Presevo;Presevo;Presevo;Прешево;;;X;
PROV3394;Kдrdla;Kдrdla;Kдrdla;Kдrdla;Kдrdla;Kдrdla;Kдrdla;Киордла;;;X;
PROV3395;Kamien Koszyrski;Kamien Koszyrski;Kamien Koszyrski;Kamien Koszyrski;Kamien Koszyrski;Kamieс Koszyrski;Kamien Koszyrski;Камьен Кожирски;;;X;
PROV3396;Brzezany;Brzezany;Brzezany;Brzezany;Brzezany;Brzeїany;Brzezany;Брежани;;;X;
PROV3397;Strumica;Strumica;Strumica;Strumica;Strumica;Strumica;Strumica;Струмица;;;X;
PROV3398;Enez;Enez;Enez;Enez;Enez;Enez;Enez;Енец;;;X;
PROV3399;Haradok;Haradok;Haradok;Haradok;Haradok;Haradok;Haradok;Харадок;;;X;
PROV3400;Lepiel;Lepiel;Lepiel;Lepiel;Lepiel;Lepiel;Lepiel;Лепиль;;;X;
PROV3401;Pietrykau;Pietrykau;Pietrykau;Pietrykau;Pietrykau;Pietrykau;Pietrykau;Петрыкав;;;X;
PROV3402;Horki;Horki;Horki;Horki;Horki;Horki;Horki;Хорки;;;X;
PROV3403;Krycau;Krycau;Krycau;Krycau;Krycau;Krycau;Krycau;Крукав;;;X;
PROV3404;Rozdil'na;Rozdil'na;Rozdil'na;Rozdil'na;Rozdil'na;Rozdil'na;Rozdil'na;Роздильна;;;X;
PROV3405;Bersad';Bersad';Bersad';Bersad';Bersad';Bersad';Bersad';Берсадь;;;X;
PROV3406;Ovruc;Ovruc;Ovruc;Ovruc;Ovruc;Ovruc;Ovruc;Овруч;;;X;
PROV3407;Bila Cerkva;Bila Cerkva;Bila Cerkva;Bila Cerkva;Bila Cerkva;Bila Cerkva;Bila Cerkva;Била Церква;;;X;
PROV3408;Oleksandria;Oleksandria;Oleksandria;Oleksandria;Oleksandria;Oleksandria;Oleksandria;Олександрия;;;X;
PROV3409;Dniprodzerzins'k;Dniprodzerzins'k;Dniprodzerzins'k;Dniprodzerzins'k;Dniprodzerzins'k;Dniprodzerzins'k;Dniprodzerzins'k;Днепродзержинск;;;X;
PROV3410;Nikopol';Nikopol';Nikopol';Nikopol';Nikopol';Nikopol';Nikopol';Никополь;;;X;
PROV3411;Curupins'k;Curupins'k;Curupins'k;Curupins'k;Curupins'k;Curupins'k;Curupins'k;Скадовск;;;X;
PROV3412;Kahovka;Kahovka;Kahovka;Kahovka;Kahovka;Kahovka;Kahovka;Каховка;;;X;
PROV3413;Berdans'k;Berdans'k;Berdans'k;Berdans'k;Berdans'k;Berdans'k;Berdans'k;Бердянск;;;X;
PROV3414;Pavlograd;Pavlograd;Pavlograd;Pavlograd;Pavlograd;Pavlograd;Pavlograd;Павлоград;;;X;
PROV3415;Lozova;Lozova;Lozova;Lozova;Lozova;Lozova;Lozova;Лозовое;;;X;
PROV3416;Rubizne;Rubizne;Rubizne;Rubizne;Rubizne;Rubizne;Rubizne;Рубижне;;;X;
PROV3417;Severodonec'k;Severodonec'k;Severodonec'k;Severodonec'k;Severodonec'k;Severodonec'k;Severodonec'k;Северодонецк;;;X;
PROV3418;Novgorod-Sivers'kij;Novgorod-Sivers'kij;Novgorod-Sivers'kij;Novgorod-Sivers'kij;Novgorod-Sivers'kij;Novgorod-Sivers'kij;Novgorod-Sivers'kij;Новгород Северский;;;X;
PROV3419;Brovari;Brovari;Brovari;Brovari;Brovari;Brovari;Brovari;Бровары;;;X;
PROV3420;Lubni;Lubni;Lubni;Lubni;Lubni;Lubni;Lubni;Любни;;;X;
PROV3421;Priluki;Priluki;Priluki;Priluki;Priluki;Priluki;Priluki;Прилуки;;;X;
PROV3422;Makiivka;Makiivka;Makiivka;Makiivka;Makiivka;Makiivka;Makiivka;Макеевка;;;X;
PROV3423;Krasnij Luc;Krasnij Luc;Krasnij Luc;Krasnij Luc;Krasnij Luc;Krasnij Luc;Krasnij Luc;Красный Луч;;;X;
PROV3424;Fьzuli;Fьzuli;Fьzuli;Fьzuli;Fьzuli;Fьzuli;Fьzuli;Физули;;;X;
PROV3425;Yevlax;Yevlax;Yevlax;Yevlax;Yevlax;Yevlax;Yevlax;Евлакс;;;X;
PROV3426;Nuxa;Nuxa;Nuxa;Nuxa;Nuxa;Nuxa;Nuxa;Нукса;;;X;
PROV3427;Gцycay;Gцycay;Gцycay;Gцycay;Gцycay;Gцycay;Gцycay;Гуйчай;;;X;
PROV3428;Xacmaz;Xacmaz;Xacmaz;Xacmaz;Xacmaz;Xacmaz;Xacmaz;Хачмаз;;;X;
PROV3429;Leninakan;Leninakan;Leninakan;Leninakan;Leninakan;Leninakan;Leninakan;Ленинакан;;;X;
PROV3430;Ardahan;Ardahan;Ardahan;Ardahan;Ardahan;Ardahan;Ardahan;Ардахан;;;X;
PROV3431;Poti;Poti;Poti;Poti;Poti;Poti;Poti;Поти;;;X;
PROV3432;Samt'redia;Samt'redia;Samt'redia;Samt'redia;Samt'redia;Samt'redia;Samt'redia;Самтредья;;;X;
PROV3433;Axalkalaki;Axalkalaki;Axalkalaki;Axalkalaki;Axalkalaki;Axalkalaki;Axalkalaki;Ахалкалаки;;;X;
PROV3434;Gori;Gori;Gori;Gori;Gori;Gori;Gori;Гори;;;X;
